ts,co,humidity,smoke,temp
15945236156,0.004855202466921356,50.4,0.020089929053712544,22.3
15945236192,0.00486075005447674,50.4,0.0201076646215135,22.3
15945236229,0.004830579388180089,50.3,0.020011153695485853,22.3
15945236266,0.0048510490887035814,50.3,0.02007664774076937,22.3
15945236303,0.0048469245699355725,50.2,0.02006345615433765,22.3
15945236340,0.0048510490887035814,50.2,0.02007664774076937,22.3
15945236377,0.004852475949987029,50.2,0.020081210725439023,22.3
15945236413,0.00484555391240784,50.2,0.020059071769776702,22.3
15945236450,0.0048607102039201645,50.2,0.020107537236194274,22.3
15945236487,0.004866265015119215,50.1,0.02012529132219001,22.3
15945236524,0.004864888079015703,50.0,0.020120890838531524,22.3
15945236561,0.0048510490887035814,50.0,0.02007664774076937,22.3
15945236598,0.004838736770783114,50.0,0.02003726127961487,22.2
15945236635,0.0048593548295662896,49.9,0.020103204538186238,22.2
15945236671,0.004844203387105208,49.9,0.020054751507385688,22.2
15945236708,0.0048469245699355725,49.9,0.02006345615433765,22.2
15945236745,0.00484555391240784,50.0,0.020059071769776702,22.2
15945236782,0.004863436929456381,49.9,0.020116252873295937,22.1
15945236819,0.00484555391240784,50.0,0.020059071769776702,22.2
15945236856,0.004885613910830461,50.0,0.020187097642612683,22.2
15945236893,0.004852421530358751,50.0,0.020081036701551203,22.2
15945236929,0.004859394667370261,49.9,0.020103331890812447,22.1
15945236966,0.00484555391240784,49.9,0.020059071769776702,22.2
15945237003,0.004846998619259306,49.8,0.02006369301125315,22.2
15945237040,0.004857980137171168,49.8,0.02009880980601975,22.2
15945237077,0.0048373491146564895,49.8,0.020032820812921674,22.2
15945237114,0.004845573606201511,49.8,0.0200591347672057,22.2
15945237150,0.004846998619259306,49.7,0.02006369301125315,22.1
15945237187,0.004831891373762839,49.7,0.02001535336198839,22.1
15945237224,0.004858000210181651,49.8,0.020098873979139658,22.1
15945237260,0.004851068808131302,49.8,0.020076710803950862,22.2
15945237297,0.004844203387105208,49.7,0.020054751507385688,22.1
15945237334,0.004883117455367167,49.7,0.02017912632661689,22.1
15945237371,0.0048469245699355725,49.7,0.02006345615433765,22.1
15945237408,0.004857925646693745,49.8,0.02009863560045941,22.1
15945237445,0.004862193281903551,49.7,0.020112277847243745,22.1
15945237482,0.004844203387105208,49.7,0.020054751507385688,22.1
15945237518,0.004851068808131312,49.7,0.020076710803950924,22.1
15945237555,0.004841434754925555,49.6,0.020045893936615555,22.1
15945237592,0.0048510490887035814,49.6,0.02007664774076937,22.1
15945237629,0.004866225112667964,49.7,0.020125163803853124,22.1
15945237666,0.004857925646693745,49.6,0.02009863560045941,22.1
15945237702,0.00484418369970268,49.6,0.0200546885263529,22.1
15945237739,0.004866265015119215,49.6,0.02012529132219001,22.1
15945237776,0.004853848854952292,49.6,0.020085600874401355,22.1
15945237813,0.004856551418289571,49.6,0.020094242057912992,22.1
15945237850,0.004853829122554538,49.5,0.020085537777957633,22.1
15945237887,0.004877276487594955,49.5,0.02016047218385288,22.1
15945237923,0.004856551418289571,49.6,0.020094242057912992,22.1
15945237960,0.0048469245699355725,49.6,0.02006345615433765,22.1
15945237997,0.0049010077975999424,49.5,0.020236230717072742,22.0
15945238034,0.0048800737788083255,49.6,0.020169406451243044,22.0
15945238071,0.004878752226077473,49.6,0.020165185689542828,22.0
15945238108,0.004851068808131312,49.6,0.020076710803950924,22.0
15945238145,0.004838717108875968,49.6,0.020037198363999843,22.0
15945238182,0.00484555391240784,49.6,0.020059071769776702,22.0
15945238218,0.004855202466921356,49.7,0.020089929053712544,22.0
15945238257,0.004907987618605997,49.7,0.020258496835026438,22.0
15945238294,0.004857925646693745,49.7,0.02009863560045941,22.0
15945238331,0.004859335071477756,49.7,0.02010314137587005,22.0
15945238368,0.004874540855564311,49.7,0.02015173372328591,22.0
15945238405,0.004857925646693745,49.7,0.02009863560045941,22.0
15945238441,0.0048510490887035814,49.8,0.02007664774076937,22.0
15945238478,0.00484555391240784,49.8,0.020059071769776702,22.0
15945238515,0.004857925646693745,49.9,0.02009863560045941,22.0
15945238552,0.004866225112667972,50.0,0.020125163803853187,22.0
15945238589,0.004857925646693745,50.1,0.02009863560045941,22.0
15945238626,0.004840085547105209,50.2,0.020041577054495552,22.0
15945238663,0.004864888079015703,50.2,0.020120890838531524,22.0
15945238700,0.004859335071477756,50.3,0.02010314137587005,22.0
15945238736,0.004840085547105209,50.3,0.020041577054495552,22.0
15945238773,0.004852421530358751,50.3,0.020081036701551203,22.0
15945238810,0.004844203387105208,50.3,0.020054751507385688,22.0
15945238847,0.004853848854952292,50.3,0.020085600874401355,22.0
15945238884,0.004840085547105209,50.2,0.020041577054495552,22.0
15945238921,0.004845573606201511,50.2,0.0200591347672057,22.0
15945238958,0.0048510490887035814,50.3,0.02007664774076937,22.0
15945238995,0.004877351392053147,50.3,0.020160711436346682,22.0
15945239031,0.004857925646693745,50.4,0.02009863560045941,22.0
15945239068,0.004855177636016129,50.7,0.020089849659270072,22.0
15945239105,0.004864867973339012,50.7,0.02012082658167285,22.0
15945239142,0.00484418369970268,50.7,0.0200546885263529,22.0
15945239179,0.0048510490887035814,50.8,0.02007664774076937,22.0
15945239216,0.0048510490887035814,51.0,0.02007664774076937,22.0
15945239253,0.00484555391240784,51.1,0.020059071769776702,22.0
15945239289,0.004866279709998781,51.1,0.020125338283320315,22.0
15945239326,0.004840085547105209,51.1,0.020041577054495552,22.0
15945239363,0.0048319255551848295,51.1,0.02001546277327291,22.0
15945239400,0.0048607102039201645,51.2,0.020107537236194274,22.0
15945239437,0.00488565399579707,51.2,0.020187225628505348,22.0
15945239474,0.0048607102039201645,51.3,0.020107537236194274,22.0
15945239511,0.0048593548295662896,51.4,0.020103204538186238,22.1
15945239548,0.004848350038976729,51.4,0.02006801556807659,22.0
15945239584,0.004831871743775497,51.4,0.02001529052829908,22.0
15945239621,0.004870368487224604,51.4,0.020138403732833085,22.0
15945239658,0.004852421530358751,51.5,0.020081036701551203,22.1
15945239695,0.004848350038976729,51.5,0.02006801556807659,22.1
15945239732,0.004851143250846795,51.5,0.020076948872934847,22.1
15945239769,0.0048843089226316356,51.6,0.02018293086090963,22.1
15945239806,0.00484418369970268,51.6,0.0200546885263529,22.1
15945239843,0.004835961915225252,51.6,0.02002838151827517,22.1
15945239879,0.004863436929456381,51.6,0.020116252873295937,22.1
15945239916,0.004866225112667964,51.5,0.020125163803853124,22.1
15945239953,0.00484555391240784,51.5,0.020059071769776702,22.1
15945239990,0.0048510490887035814,51.5,0.02007664774076937,22.1
15945240027,0.00484555391240784,51.5,0.020059071769776702,22.1
15945240063,0.004864907863018936,51.5,0.020120954067277142,22.1
15945240100,0.004870368487224604,51.5,0.020138403732833085,22.1
15945240137,0.0048510490887035814,51.5,0.02007664774076937,22.1
15945240174,0.004855202466921356,51.4,0.020089929053712544,22.1
15945240211,0.004870408428670278,51.4,0.020138531351098787,22.1
15945240248,0.0048510490887035814,51.4,0.02007664774076937,22.1
15945240285,0.004857925646693745,51.4,0.02009863560045941,22.1
15945240321,0.004864848189521954,51.4,0.020120763353404472,22.1
15945240358,0.004851068808131312,51.3,0.020076710803950924,22.1
15945240395,0.004864888079015703,51.3,0.020120890838531524,22.1
15945240432,0.00487316123171092,51.3,0.02014732635232803,22.1
15945240469,0.0048510490887035814,51.4,0.02007664774076937,22.1
15945240506,0.004864888079015703,51.5,0.020120890838531524,22.1
15945240543,0.00487174720370655,51.6,0.020142808778969117,22.2
15945240579,0.0048510490887035814,51.6,0.02007664774076937,22.1
15945240616,0.00487174720370655,51.7,0.020142808778969117,22.2
15945240653,0.0048607102039201645,51.9,0.020107537236194274,22.2
15945240690,0.004845573606201511,51.9,0.0200591347672057,22.2
15945240727,0.0048496968055517205,52.0,0.02007232296927236,22.2
15945240764,0.004856551418289571,52.2,0.020094242057912992,22.2
15945240801,0.00487316123171092,52.3,0.02014732635232803,22.2
15945240837,0.004888456802218631,52.4,0.020196174019834118,22.2
15945240874,0.004871782055965663,52.5,0.0201429201294526,22.2
15945240911,0.004866225112667964,52.5,0.020125163803853124,22.2
15945240948,0.00487316123171092,52.6,0.02014732635232803,22.2
15945240984,0.004859335071477756,52.6,0.02010314137587005,22.2
15945241021,0.004866225112667964,52.6,0.020125163803853124,22.2
15945241058,0.004849677092524513,52.6,0.020072259922506896,22.2
15945241095,0.004841434754925555,52.6,0.020045893936615555,22.2
15945241132,0.00484555391240784,52.6,0.020059071769776702,22.2
15945241168,0.004898256884524993,52.6,0.020227453132085238,22.2
15945241205,0.004849677092524513,52.6,0.020072259922506896,22.2
15945241242,0.004864848189521946,52.5,0.02012076335340441,22.2
15945241279,0.004866279709998781,52.4,0.020125338283320315,22.2
15945241315,0.0048800737788083255,52.2,0.020169406451243044,22.2
15945241352,0.0048510490887035814,52.2,0.02007664774076937,22.2
15945241389,0.004863436929456381,52.1,0.020116252873295937,22.2
15945241426,0.004845573606201511,52.1,0.0200591347672057,22.2
15945241463,0.004851068808131312,52.0,0.020076710803950924,22.2
15945241500,0.0048510490887035814,52.0,0.02007664774076937,22.2
15945241537,0.004873181054331312,51.9,0.02014738968003236,22.2
15945241574,0.004852421530358751,51.9,0.020081036701551203,22.2
15945241610,0.00487174720370655,51.9,0.020142808778969117,22.2
15945241647,0.00487174720370655,51.8,0.020142808778969117,22.2
15945241684,0.004864848189521954,51.8,0.020120763353404472,22.2
15945241721,0.0048607102039201645,51.8,0.020107537236194274,22.2
15945241758,0.004855202466921356,51.8,0.020089929053712544,22.2
15945241795,0.0048469245699355725,51.8,0.02006345615433765,22.2
15945241832,0.004888456802218631,51.8,0.020196174019834118,22.2
15945241869,0.004853848854952292,51.9,0.020085600874401355,22.3
15945241905,0.004866225112667964,51.9,0.020125163803853124,22.2
15945241942,0.004857925646693745,52.0,0.02009863560045941,22.3
15945241979,0.004852421530358751,52.1,0.020081036701551203,22.3
15945242016,0.004853848854952292,52.2,0.020085600874401355,22.2
15945242053,0.004840065878907989,52.3,0.02004151412273946,22.3
15945242089,0.004852421530358751,52.4,0.020081036701551203,22.3
15945242126,0.004852495676071526,52.4,0.02008127380569266,22.3
15945242163,0.004846978918818638,52.4,0.020063629996772667,22.2
15945242200,0.0048676570981627965,52.5,0.020129739925559897,22.3
15945242237,0.0048510490887035814,52.5,0.02007664774076937,22.3
15945242274,0.004857925646693745,52.4,0.02009863560045941,22.2
15945242310,0.004842833612670877,52.4,0.02005036938836304,22.3
15945242347,0.004849677092524513,52.4,0.020072259922506896,22.3
15945242384,0.004885747017238957,52.3,0.020187522632505284,22.3
15945242421,0.004874595559985062,52.3,0.02015190847715975,22.3
15945242457,0.004857925646693745,52.3,0.02009863560045941,22.3
15945242494,0.004866225112667964,52.3,0.020125163803853124,22.3
15945242531,0.004852421530358751,52.3,0.020081036701551203,22.3
15945242568,0.004851068808131312,52.3,0.020076710803950924,22.3
15945242605,0.004849677092524513,52.3,0.020072259922506896,22.3
15945242642,0.004874540855564311,52.3,0.02015173372328591,22.3
15945242678,0.004866225112667964,52.3,0.020125163803853124,22.3
15945242715,0.0048593548295662896,52.3,0.020103204538186238,22.3
15945242752,0.004838717108875968,52.3,0.020037198363999843,22.3
15945242789,0.004864848189521946,52.3,0.02012076335340441,22.3
15945242826,0.0048510490887035814,52.3,0.02007664774076937,22.3
15945242863,0.004851083771078045,52.3,0.02007675865575837,22.3
15945242900,0.004859335071477756,52.3,0.02010314137587005,22.3
15945242937,0.004857925646693745,52.2,0.02009863560045941,22.3
15945242974,0.004866225112667964,52.2,0.020125163803853124,22.3
15945243010,0.004831891373762839,52.2,0.02001535336198839,22.3
15945243047,0.004851068808131312,52.2,0.020076710803950924,22.3
15945243084,0.004864848189521954,52.1,0.020120763353404472,22.3
15945243121,0.0048607102039201645,52.2,0.020107537236194274,22.3
15945243158,0.004882926125530165,52.2,0.0201785153619932,22.3
15945243195,0.004863471713494143,52.2,0.020116364048946508,22.3
15945243232,0.004856551418289571,52.2,0.020094242057912992,22.3
15945243268,0.004838697447060515,52.2,0.020037135448620128,22.3
15945243305,0.004844291982810818,52.2,0.020055034928972662,22.3
15945243342,0.004836035428225383,52.2,0.020028616780728238,22.3
15945243379,0.004885613910830461,52.3,0.020187097642612683,22.3
15945243416,0.0048510490887035814,52.3,0.02007664774076937,22.3
15945243453,0.004840085547105209,52.3,0.020041577054495552,22.3
15945243489,0.004859335071477756,52.3,0.02010314137587005,22.4
15945243526,0.004878732377446799,52.3,0.02016512229520715,22.3
15945243563,0.004866225112667964,52.3,0.020125163803853124,22.4
15945243600,0.00488565399579707,52.3,0.020187225628505348,22.4
15945243637,0.004866225112667964,52.3,0.020125163803853124,22.3
15945243673,0.004863436929456381,52.3,0.020116252873295937,22.3
15945243710,0.004859335071477756,52.3,0.02010314137587005,22.4
15945243747,0.004853848854952292,52.2,0.020085600874401355,22.3
15945243783,0.0048800737788083255,52.3,0.020169406451243044,22.4
15945243820,0.004874540855564311,52.2,0.02015173372328591,22.3
15945243857,0.00487174720370655,52.2,0.020142808778969117,22.3
15945243894,0.004885613910830461,52.3,0.020187097642612683,22.4
15945243931,0.004856551418289571,52.3,0.020094242057912992,22.4
15945243968,0.004864867973339032,52.2,0.020120826581672892,22.3
15945244005,0.004894007858680537,52.3,0.020213893182254087,22.4
15945244042,0.00488565399579707,52.2,0.020187225628505348,22.3
15945244078,0.00487174720370655,52.2,0.020142808778969117,22.3
15945244115,0.00490794732327249,52.2,0.020258368310752305,22.3
15945244152,0.0048800737788083255,52.2,0.020169406451243044,22.3
15945244189,0.004889854573387094,52.3,0.02020063618386584,22.4
15945244226,0.004902378118961391,52.3,0.020240602706467426,22.4
15945244262,0.004885613910830461,52.3,0.020187097642612683,22.4
15945244299,0.004902337876478711,52.2,0.02024047431739929,22.3
15945244336,0.004870368487224604,52.3,0.020138403732833085,22.4
15945244373,0.004923422016320571,52.3,0.02030770811487869,22.4
15945244410,0.0048800737788083255,52.3,0.020169406451243044,22.4
15945244447,0.004893967695043032,52.3,0.02021376499495759,22.4
15945244483,0.0049107244914729595,52.2,0.020267225686608503,22.3
15945244520,0.004912169907223281,52.3,0.020271835180385517,22.4
15945244557,0.00488565399579707,52.3,0.020187225628505348,22.4
15945244594,0.004926209236620995,52.2,0.020316591192420567,22.4
15945244631,0.0049220245752937,52.2,0.020303253936675918,22.4
15945244667,0.0048800737788083255,52.2,0.020169406451243044,22.4
15945244704,0.004894061212081334,52.2,0.02021406346596797,22.4
15945244741,0.0048828729114213714,52.2,0.02017834543490033,22.4
15945244778,0.004921972800159179,52.2,0.02030308890402937,22.4
15945244815,0.004919188330454179,52.2,0.02029421285751333,22.4
15945244852,0.0049205758311892155,52.2,0.020298635932529504,22.4
15945244889,0.0049122102423468225,52.2,0.02027196380642961,22.4
15945244925,0.004892621909861675,52.2,0.020209469614183226,22.4
15945244962,0.00487174720370655,52.2,0.020142808778969117,22.4
15945244999,0.004912169907223281,52.2,0.020271835180385517,22.4
15945245036,0.0048800737788083255,52.2,0.020169406451243044,22.4
15945245073,0.004892660145722579,52.2,0.020209591656371997,22.4
15945245110,0.004898216680865518,52.1,0.020227324842359264,22.4
15945245147,0.004892660145722579,52.1,0.020209591656371997,22.3
15945245183,0.00489677597604632,52.1,0.02022272740074226,22.4
15945245220,0.0049205758311892155,52.1,0.020298635932529504,22.4
15945245257,0.004894048022696298,52.1,0.020214021370518743,22.3
15945245294,0.0049122102423468225,52.1,0.02027196380642961,22.3
15945245331,0.004888416690859349,52.1,0.02019604596636536,22.3
15945245368,0.004899566150593653,52.2,0.02023163086439794,22.4
15945245405,0.00491360448588581,52.2,0.02027640980942368,22.4
15945245441,0.004892660145722579,52.1,0.020209591656371997,22.3
15945245478,0.00489677597604632,52.1,0.02022272740074226,22.3
15945245515,0.004902337876478711,52.1,0.02024047431739929,22.3
15945245552,0.004906708977244507,52.2,0.020254418418224732,22.4
15945245588,0.004912169907223281,52.1,0.020271835180385517,22.3
15945245625,0.0049178326565307824,52.2,0.02028989096614633,22.4
15945245662,0.0048828729114213714,52.1,0.02017834543490033,22.4
15945245699,0.0048800737788083255,52.1,0.020169406451243044,22.4
15945245736,0.004905212226591883,52.1,0.020249644002521317,22.3
15945245773,0.004902378118961391,52.1,0.020240602706467426,22.3
15945245810,0.004885613910830461,52.1,0.020187097642612683,22.4
15945245847,0.00491643703602736,52.0,0.020285441442130188,22.4
15945245883,0.004893967695043032,51.9,0.02021376499495759,22.3
15945245920,0.004899566150593653,51.8,0.02023163086439794,22.3
15945245957,0.0048828729114213714,51.7,0.02017834543490033,22.3
15945245994,0.004913564137623136,51.6,0.020276281149778315,22.3
15945246031,0.00490794732327249,51.5,0.020258368310752305,22.3
15945246068,0.004917792268419074,51.4,0.020289762204606602,22.3
15945246105,0.004902337876478711,51.3,0.02024047431739929,22.3
15945246142,0.004877316494064573,51.2,0.02016059996870891,22.3
15945246179,0.00491360448588581,51.1,0.02027640980942368,22.3
15945246215,0.004898216680865518,51.0,0.020227324842359264,22.2
15945246252,0.00488565399579707,51.0,0.020187225628505348,22.3
15945246289,0.004916344953871128,51.0,0.020285147855261646,22.3
15945246326,0.004855202466921356,51.0,0.020089929053712544,22.3
15945246363,0.004894007858680537,50.9,0.020213893182254087,22.2
15945246400,0.004902378118961391,50.9,0.020240602706467426,22.2
15945246437,0.004888416690859349,50.9,0.02019604596636536,22.2
15945246474,0.004903820715594271,50.8,0.02024520498892192,22.2
15945246510,0.004869015130513315,50.6,0.020134079436384275,22.2
15945246547,0.004927608041287696,50.6,0.020321048855995852,22.2
15945246584,0.00488565399579707,50.6,0.020187225628505348,22.2
15945246621,0.004896796223059128,50.5,0.02022279201323348,22.2
15945246658,0.00490794732327249,50.6,0.020258368310752305,22.2
15945246695,0.004913564137623136,50.5,0.020276281149778315,22.2
15945246732,0.004866225112667964,50.4,0.020125163803853124,22.2
15945246769,0.004893967695043032,50.3,0.02021376499495759,22.1
15945246805,0.0048800737788083255,50.3,0.020169406451243044,22.1
15945246842,0.0048800737788083255,50.3,0.020169406451243044,22.1
15945246879,0.00488565399579707,50.3,0.020187225628505348,22.1
15945246916,0.004869015130513315,50.3,0.020134079436384275,22.1
15945246953,0.00490794732327249,50.3,0.020258368310752305,22.1
15945246990,0.004906595204009869,50.3,0.020254055509869025,22.1
15945247027,0.004894048022696298,50.3,0.020214021370518743,22.1
15945247063,0.004898216680865518,50.2,0.020227324842359264,22.1
15945247100,0.004899566150593653,50.2,0.02023163086439794,22.1
15945247137,0.00488565399579707,50.2,0.020187225628505348,22.1
15945247174,0.004905212226591883,50.2,0.020249644002521317,22.1
15945247211,0.004907987618605997,50.2,0.020258496835026438,22.1
15945247248,0.004888416690859349,50.1,0.02019604596636536,22.1
15945247285,0.004899566150593653,50.0,0.02023163086439794,22.1
15945247321,0.004902378118961391,50.1,0.020240602706467426,22.1
15945247358,0.004888456802218631,50.1,0.020196174019834118,22.1
15945247395,0.004903820715594271,50.1,0.02024520498892192,22.1
15945247432,0.0048828729114213714,49.9,0.02017834543490033,22.0
15945247469,0.004888456802218631,50.0,0.020196174019834118,22.1
15945247506,0.004866225112667964,50.0,0.020125163803853124,22.1
15945247543,0.0048828729114213714,49.9,0.02017834543490033,22.0
15945247579,0.004894048022696298,49.9,0.020214021370518743,22.0
15945247616,0.004907987618605997,49.8,0.020258496835026438,22.0
15945247653,0.004931850045138823,49.8,0.020334565372888348,22.0
15945247690,0.004899566150593653,49.8,0.02023163086439794,22.0
15945247727,0.00489120139943911,49.8,0.020204935439421097,22.0
15945247764,0.004874540855564311,49.8,0.02015173372328591,22.0
15945247801,0.004921972800159179,49.8,0.02030308890402937,22.0
15945247838,0.004921972800159179,49.8,0.02030308890402937,22.1
15945247874,0.004894007858680537,49.7,0.020213893182254087,22.0
15945247911,0.004903780459520786,49.7,0.02024507656508168,22.0
15945247948,0.00489677597604632,49.7,0.02022272740074226,22.0
15945247985,0.004916344953871128,49.7,0.020285147855261646,22.0
15945248022,0.00490794732327249,49.7,0.020258368310752305,22.0
15945248059,0.004889894698287213,49.7,0.020200764272001296,22.0
